IMDB id,Title,Year,Rating,Genre,Top_cast
tt2978626,It's Entertainment,2014,4.5,"Action, Comedy, Drama","['Akshay Kumar', 'Tamannaah Bhatia', 'Junior', 'Krishna Abhishek', 'Prakash Raj']"
tt0451919,Socha Na Tha,2005,7.4,"Comedy, Drama, Romance","['Abhay Deol', 'Ayesha Takia', 'Ayesha Jhulka', 'Apoorva Jha', 'Rati Agnihotri']"
tt0173102,Raju Ban Gaya Gentleman,1992,6.8,"Comedy, Musical, Romance","['Shah Rukh Khan', 'Juhi Chawla', 'Nana Patekar', 'Amrita Singh', 'Navin Nischol']"
tt6971752,Shubh Mangal Savdhan,2017,6.9,"Comedy, Romance","['Ayushmann Khurrana', 'Bhumi Pednekar', 'Seema Pahwa', 'Anshul Chauhan', 'Brijendra Kala']"
tt1185412,Veer,2010,4.6,"Action, Adventure, Drama","['Salman Khan', 'Jackie Shroff', 'Mithun Chakraborty', 'Zareen Khan', 'Neena Gupta']"
tt0490210,Sarkar Raj,2008,6.7,"Action, Crime, Drama","['Amitabh Bachchan', 'Abhishek Bachchan', 'Aishwarya Rai Bachchan', 'Ravi Kale', 'Govind Namdeo']"
tt0114287,Rob Roy,1995,6.9,"Adventure, Biography, Drama","['Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth', 'Eric Stoltz']"
tt2309764,Singham Returns,2014,5.7,"Action, Crime, Drama","['Ajay Devgn', 'Kareena Kapoor', 'Amole Gupte', 'Anupam Kher', 'Dayanand Shetty']"
tt1395025,Agent Vinod,2012,5.2,"Action, Adventure, Thriller","['Kareena Kapoor', 'Saif Ali Khan', 'Adil Hussain', 'Ram Kapoor', 'Prem Chopra']"
tt0371724,The Hitchhiker's Guide to the Galaxy,2005,6.7,"Adventure, Comedy, Sci-Fi","['Martin Freeman', 'Yasiin Bey', 'Sam Rockwell', 'Zooey Deschanel', 'Bill Bailey']"
tt2675978,Dedh Ishqiya,2014,7.0,"Comedy, Drama, Romance","['Huma Qureshi', 'Madhuri Dixit', 'Naseeruddin Shah', 'Arshad Warsi', 'Vijay Raaz']"
tt3410408,Rocky Handsome,2016,6.8,"Action, Crime, Drama","['John Abraham', 'Nishikant Kamat', 'Sharad Kelkar', 'Teddy Maurya', 'Diya Chalwad']"
tt3836958,Shamitabh,2015,6.7,Drama,"['Amitabh Bachchan', 'Dhanush', 'Akshara Haasan', 'Abhinaya', 'Pete Meads']"
tt1992138,Force,2011,6.5,"Action, Crime, Drama","['John Abraham', 'Genelia Deshmukh', 'Vidyut Jammwal', 'Raj Babbar', 'Mukesh Rishi']"
tt0164550,Duplicate,1998,5.5,"Action, Comedy, Crime","['Shah Rukh Khan', 'Juhi Chawla', 'Sonali Bendre', 'Kajol', 'Mohnish Behl']"
tt5108476,Befikre,2016,4.1,"Comedy, Drama, Romance","['Ranveer Singh', 'Vaani Kapoor', 'Ayesha Raza Mishra', 'Akarsh Khurana', 'Armaan Ralhan']"
tt0054098,Mughal-E-Azam,1960,8.1,"Drama, Romance, War","['Prithviraj Kapoor', 'Madhubala', 'Dilip Kumar', 'Durga Khote', 'Nigar Sultana']"
tt0443708,Page 3,2005,7.3,Drama,"['Konkona Sen Sharma', 'Atul Kulkarni', 'Sandhya Mridul', 'Tara Sharma', 'Boman Irani']"
tt1043451,Delhi-6,2009,6.2,Drama,"['Waheeda Rehman', 'Abhishek Bachchan', 'Sonam Kapoor', 'Rishi Kapoor', 'Om Puri']"
tt0117437,Raja Hindustani,1996,6.0,"Action, Comedy, Drama","['Aamir Khan', 'Karisma Kapoor', 'Suresh Oberoi', 'Johny Lever', 'Navneet Nishan']"
tt1092005,Golmaal Returns,2008,5.2,"Comedy, Crime, Mystery","['Ajay Devgn', 'Kareena Kapoor', 'Arshad Warsi', 'Tusshar Kapoor', 'Shreyas Talpade']"
tt0473310,Ram Gopal Varma Ki Aag,2007,1.4,"Action, Adventure, Comedy","['Amitabh Bachchan', 'Mohanlal', 'Ajay Devgn', 'Vinod Jaywant', 'Prashant Raj']"
tt1255951,De Dana Dan,2009,5.7,"Action, Comedy, Crime","['Akshay Kumar', 'Suniel Shetty', 'Katrina Kaif', 'Sameera Reddy', 'Paresh Rawal']"
tt0255111,Dhadkan,2000,6.5,"Drama, Romance","['Akshay Kumar', 'Shilpa Shetty Kundra', 'Suniel Shetty', 'Mahima Chaudhry', 'Sharmila Tagore']"
tt26243612,O Saathiya,2023,8.9,"Comedy, Musical, Romance","['Aryan Gowra', 'Mishti Chakravarty', 'Kalpalatha', 'Annapurnamma', 'Darbha Appaji Ambarisha']"
tt0222270,Phir Bhi Dil Hai Hindustani,2000,6.1,"Comedy, Drama, Musical","['Shah Rukh Khan', 'Juhi Chawla', 'Johny Lever', 'Paresh Rawal', 'Haidar Ali']"
tt0075669,Amar Akbar Anthony,1977,7.4,"Action, Comedy, Drama","['Vinod Khanna', 'Rishi Kapoor', 'Amitabh Bachchan', 'Shabana Azmi', 'Neetu Singh']"
tt1841542,Children's Party,2011,7.5,"Comedy, Drama, Family","['Irfan Khan', 'Abhinay Raj Singh', 'Sanath Menon', 'Rohan Grover', 'Naman Jain']"
tt7853242,Love Per Square Foot,2018,7.2,"Comedy, Romance","['Vicky Kaushal', 'Angira Dhar', 'Alankrita Sahai', 'Raghubir Yadav', 'Ratna Pathak Shah']"
tt0299108,Rehnaa Hai Terre Dil Mein,2001,7.6,"Comedy, Drama, Musical","['Madhavan', 'Saif Ali Khan', 'Dia Mirza', 'Vrajesh Hirjee', 'Tanaaz Currim Irani']"
tt0456165,Salaam Namaste,2005,6.1,"Comedy, Drama, Romance","['Saif Ali Khan', 'Preity G Zinta', 'Arshad Warsi', 'Jaaved Jaaferi', 'Jugal Hansraj']"
tt2308773,Ishaqzaade,2012,6.5,"Action, Drama, Romance","['Arjun Kapoor', 'Parineeti Chopra', 'Gauahar Khan', 'Anil Rastogi', 'Ratan Singh']"
tt1395054,Once Upon a Time in Mumbaai,2010,7.4,"Action, Crime, Drama","['Ajay Devgn', 'Emraan Hashmi', 'Kangana Ranaut', 'Prachi Desai', 'Randeep Hooda']"
tt4864932,Baaghi,2016,5.3,"Action, Romance, Thriller","['Tiger Shroff', 'Shraddha Kapoor', 'Sudheer Babu Posani', 'Shifuji Shaurya Bharadwaj', 'Sunil Grover']"
tt1703958,Ek Main Aur Ekk Tu,2012,5.8,"Comedy, Drama, Romance","['Kareena Kapoor', 'Zenobia Shroff', 'Imran Khan', 'Boman Irani', 'Ram Kapoor']"
tt0222024,Hum Tumhare Hain Sanam,2002,5.4,"Comedy, Drama, Romance","['Shah Rukh Khan', 'Madhuri Dixit', 'Salman Khan', 'Atul Agnihotri', 'Suman Ranganath']"
tt0920464,Manorama: Six Feet Under,2007,7.5,"Crime, Drama, Mystery","['Abhay Deol', 'Gul Panag', 'Raima Sen', 'Sarika Thakur', 'Kulbhushan Kharbanda']"
tt0352314,Ek Hasina Thi,2004,7.5,"Crime, Drama, Mystery","['Saif Ali Khan', 'Urmila Matondkar', 'Seema Biswas', 'Aditya Srivastav', 'Pratima Kazmi']"
tt0216817,Hum Saath-Saath Hain,1999,6.3,"Drama, Musical","['Mohnish Behl', 'Salman Khan', 'Saif Ali Khan', 'Tabu', 'Sonali Bendre']"
tt4977530,Viceroy's House,2017,6.7,"Biography, Drama, History","['Hugh Bonneville', 'Gillian Anderson', 'Manish Dayal', 'Huma Qureshi', 'Michael Gambon']"
tt0248185,Mission Kashmir,2000,6.6,"Action, Drama, Thriller","['Sanjay Dutt', 'Hrithik Roshan', 'Preity G Zinta', 'Sonali Kulkarni', 'Jackie Shroff']"
tt3679060,Dishoom,2016,5.1,"Action, Adventure, Comedy","['John Abraham', 'Varun Dhawan', 'Jacqueline Fernandez', 'Akshaye Khanna', 'Rahul Dev']"
tt15255288,Murder Mystery 2,2023,5.7,"Action, Comedy, Crime","['Adam Sandler', 'Jennifer Aniston', 'Mark Strong', 'Mélanie Laurent', 'Jodie Turner-Smith']"
tt3142688,Finding Fanny,2014,5.7,"Adventure, Comedy, Drama","['Deepika Padukone', 'Arjun Kapoor', 'Naseeruddin Shah', 'Dimple Kapadia', 'Basilo Dias']"
tt1020937,Awarapan,2007,7.4,"Action, Crime, Drama","['Emraan Hashmi', 'Mrinalini Sharma', 'Ashish Vidyarthi', 'Ashutosh Rana', 'Salil Acharya']"
tt7147540,Sui Dhaaga: Made in India,2018,6.8,"Comedy, Drama","['Anushka Sharma', 'Varun Dhawan', 'Siddharth Bhardwaj', 'Namit Das', 'Raghubir Yadav']"
tt1773764,Ship of Theseus,2012,8.0,Drama,"['Aydah El-Kashef', 'Yogesh Shah', 'Faraz Khan', 'Hannan Youssef', 'Narendra Shah']"
tt0995740,No Smoking,2007,7.3,"Drama, Horror, Mystery","['John Abraham', 'Ayesha Takia', 'Paresh Rawal', 'Ranvir Shorey', 'Kiku Sharda']"
tt2106537,Matru Ki Bijlee Ka Mandola,2013,5.6,"Comedy, Drama","['Pankaj Kapur', 'Imran Khan', 'Anushka Sharma', 'Arya Babbar', 'Shabana Azmi']"
tt0437238,Hulchul,2004,7.0,"Action, Comedy, Drama","['Akshaye Khanna', 'Kareena Kapoor', 'Amrish Puri', 'Lakshmi', 'Suniel Shetty']"
tt0448206,Bunty Aur Babli,2005,6.2,"Comedy, Crime, Drama","['Abhishek Bachchan', 'Rani Mukerji', 'Amitabh Bachchan', 'Kiran Juneja', 'Lilliput']"
tt5474036,Husband Material,2018,6.9,"Comedy, Drama, Romance","['Taapsee Pannu', 'Abhishek Bachchan', 'Vicky Kaushal', 'Jasmin Bajwa', 'Ashnoor Kaur']"
tt2988272,Shuddh Desi Romance,2013,5.8,"Comedy, Drama, Romance","['Sushant Singh Rajput', 'Parineeti Chopra', 'Rishi Kapoor', 'Vaani Kapoor', 'Ramakant Dayma']"
tt1499201,Anjaana Anjaani,2010,5.7,"Comedy, Drama, Musical","['Priyanka Chopra Jonas', 'Ranbir Kapoor', 'Aubrey K. Miller', 'Carl Marino', 'Pooja Kumar']"
tt0126871,Deewana,1992,6.7,"Action, Comedy, Drama","['Rishi Kapoor', 'Divya Bharti', 'Shah Rukh Khan', 'Alok Nath', 'Deven Verma']"
tt0102825,Saajan,1991,7.2,"Drama, Musical, Romance","['Sanjay Dutt', 'Madhuri Dixit', 'Salman Khan', 'Ekta Sohini', 'Laxmikant Berde']"
tt1288638,Dasvidaniya,2008,7.8,"Comedy, Drama","['Vinay Pathak', 'Sarita Joshi', 'Rajat Kapoor', 'Saurabh Shukla', 'Neha Dhupia']"
tt5197544,Baar Baar Dekho,2016,5.4,"Action, Comedy, Drama","['Sidharth Malhotra', 'Katrina Kaif', 'Sayani Gupta', 'Kirti Adarkar', 'Sagar Arya']"
tt4807830,Lipstick Under My Burkha,2016,6.8,"Comedy, Drama","['Aahana Kumra', 'Ratna Pathak Shah', 'Konkona Sen Sharma', 'Plabita Borthakur', 'Monika Agnihotrie']"
tt5474042,Half Girlfriend,2017,4.6,"Drama, Romance","['Shraddha Kapoor', 'Vikrant Massey', 'Arjun Kapoor', 'Shriidhar Dubey', 'Seema Biswas']"
tt8869978,Batla House,2019,7.2,"Action, Crime, Drama","['John Abraham', 'Mrunal Thakur', 'Nora Fatehi', 'Ravi Kishan', 'Rajesh Sharma']"
tt0162480,Mr. & Mrs. Khiladi,1997,6.3,"Comedy, Drama, Romance","['Akshay Kumar', 'Juhi Chawla', 'Paresh Rawal', 'Anil Dhawan', 'Himani Shivpuri']"
tt6986710,The Accidental Prime Minister,2019,6.0,"Biography, Drama","['Anupam Kher', 'Akshaye Khanna', 'Suzanne Bernert', 'Vipin Sharma', 'Arjun Mathur']"
tt0109134,Anjaam,1994,6.6,"Crime, Drama, Thriller","['Madhuri Dixit', 'Shah Rukh Khan', 'Tinnu Anand', 'Johny Lever', 'Kalpana Iyer']"
tt8108268,The Tashkent Files,2019,8.1,"Drama, Mystery, Thriller","['Shweta Basu Prasad', 'Mithun Chakraborty', 'Naseeruddin Shah', 'Pankaj Tripathi', 'Vinay Pathak']"
tt0063404,Padosan,1968,8.0,"Comedy, Musical, Romance","['Sunil Dutt', 'Saira Banu', 'Mehmood', 'Kishore Kumar', 'Om Prakash']"
tt8202612,Satyameva Jayate,2018,5.7,"Action, Crime, Drama","['John Abraham', 'Manoj Bajpayee', 'Aisha Sharma', 'Amruta Khanvilkar', 'Manish Chaudhari']"
tt7180544,The Brawler,2017,8.0,"Action, Drama, Sport","['Vineet Kumar Singh', 'Jimmy Shergill', 'Zoya Hussain', 'Ravi Kishan', 'Rajesh Tailang']"
tt2476154,Grand Masti,2013,4.5,"Comedy, Drama, Thriller","['Riteish Deshmukh', 'Vivek Oberoi', 'Aftab Shivdasani', 'Karishma Tanna', 'Manjari Fadnnis']"
tt0406977,Masti,2004,6.2,"Comedy, Crime, Mystery","['Ajay Devgn', 'Vivek Oberoi', 'Aftab Shivdasani', 'Riteish Deshmukh', 'Lara Dutta']"
tt1907761,Stanley Ka Dabba,2011,7.8,"Comedy, Drama, Family","['Partho A. Gupte', 'Numaan Sheikh', 'Abhishek Reddy', 'Sai Shara Shetty', 'Monty Sarkar']"
tt0115956,Courage Under Fire,1996,6.6,"Action, Drama, Mystery","['Denzel Washington', 'Meg Ryan', 'Lou Diamond Phillips', 'Michael Moriarty', 'Matt Damon']"
tt8647400,De De Pyaar De,2019,6.5,"Comedy, Drama, Romance","['Ajay Devgn', 'Tabu', 'Rakul Preet Singh', 'Jimmy Shergill', 'Alok Nath']"
tt0246729,Khiladiyon Ka Khiladi,1996,6.0,"Action, Crime, Drama","['Akshay Kumar', 'Rekha', 'Raveena Tandon', 'Deven Verma', 'Anjana Mumtaz']"
tt0476527,Bluffmaster,2005,6.6,"Comedy, Crime, Drama","['Abhishek Bachchan', 'Priyanka Chopra Jonas', 'Riteish Deshmukh', 'Nana Patekar', 'Afsaraadil']"
tt1266583,Mumbai Meri Jaan,2008,7.7,Drama,"['Paresh Rawal', 'Kay Kay Menon', 'Irrfan Khan', 'Madhavan', 'Soha Ali Khan']"
tt0126234,Chamatkar,1992,6.5,"Comedy, Drama, Fantasy","['Naseeruddin Shah', 'Shah Rukh Khan', 'Urmila Matondkar', 'Malvika Tiwari', 'Shammi Kapoor']"
tt0824316,Dor,2006,8.0,Drama,"['Ayesha Takia', 'Shreyas Talpade', 'Gul Panag', 'Girish Karnad', 'Prateeksha Lonkar']"
tt4302956,Kis Kisko Pyaar Karoon,2015,5.7,"Comedy, Romance","['Kapil Sharma', 'Simran Kaur Mundi', 'Manjari Fadnnis', 'Sai Lokur', 'Elli Avrram']"
tt0110438,Main Khiladi Tu Anari,1994,6.5,"Action, Comedy, Drama","['Akshay Kumar', 'Saif Ali Khan', 'Shilpa Shetty Kundra', 'Raageshwari', 'Shakti Kapoor']"
tt4333674,Hunterrr,2015,7.0,"Comedy, Romance","['Gulshan Devaiah', 'Radhika Apte', 'Sai Tamhankar', 'Veera Saxena', ""Rachel D'Souza""]"
tt1216300,Jannat: In Search of Heaven...,2008,6.9,"Crime, Drama, Romance","['Emraan Hashmi', 'Sonal Chauhan', 'Swatantra Bharat', 'Armen Greyg', 'Randeep Hooda']"
tt3159708,Welcome Back,2015,4.3,"Action, Comedy, Crime","['John Abraham', 'Anil Kapoor', 'Nana Patekar', 'Paresh Rawal', 'Shruti Haasan']"
tt2979920,Bombay Velvet,2015,5.5,"Action, Crime, Drama","['Ranbir Kapoor', 'Anushka Sharma', 'Karan Johar', 'Satyadeep Misra', 'Manish Chaudhari']"
tt3398052,Daawat-e-Ishq,2014,6.1,"Comedy, Drama, Romance","['Aditya Roy Kapoor', 'Parineeti Chopra', 'Anupam Kher', 'Karan Wahi', 'Beena Malji']"
tt1433905,All the Best: Fun Begins,2009,6.2,"Action, Comedy, Drama","['Sanjay Dutt', 'Ajay Devgn', 'Fardeen Khan', 'Bipasha Basu', 'Mugdha Godse']"
tt1396208,Action Replayy,2010,4.3,"Comedy, Romance, Sci-Fi","['Akshay Kumar', 'Aishwarya Rai Bachchan', 'Aditya Roy Kapoor', 'Om Puri', 'Kirron Kher']"
tt1629376,7 Khoon Maaf,2011,6.3,"Comedy, Drama, Mystery","['Priyanka Chopra Jonas', 'Vivaan Shah', 'Neil Nitin Mukesh', 'John Abraham', 'Irrfan Khan']"
tt1627924,Mausam,2011,4.8,"Drama, Romance, War","['Shahid Kapoor', 'Sonam Kapoor', 'Anupam Kher', 'Supriya Pathak', 'Aditi Sharma']"
tt0485272,Salaam-E-Ishq,2007,5.2,"Comedy, Drama, Musical","['Salman Khan', 'Priyanka Chopra Jonas', 'Anil Kapoor', 'Juhi Chawla', 'Akshaye Khanna']"
tt0107166,Hum Hain Rahi Pyar Ke,1993,7.3,"Comedy, Drama, Romance","['Aamir Khan', 'Juhi Chawla', 'Sharokh Bharucha', 'Kunal Kemmu', 'Baby Ashrafa']"
tt6129302,Bhavesh Joshi Superhero,2018,7.6,"Action, Crime, Drama","['Harshvardhan Kapoor', 'Priyanshu Painyuli', 'Ashish Verma', 'Shreiyah Sabharwal', 'Pratap Phad']"
tt0495032,Gangster,2006,7.2,"Action, Crime, Drama","['Kangana Ranaut', 'Shiney Ahuja', 'Emraan Hashmi', 'Gulshan Grover', 'Vicky Ahuja']"
tt1608777,"LSD: Love, Sex Aur Dhokha",2010,7.2,"Comedy, Crime, Drama","['Nushrratt Bharuccha', 'Anshuman Jha', 'Neha Chauhan', 'Rajkummar Rao', 'Arya Banerjee']"
tt1105733,Kismat Konnection,2008,5.3,"Comedy, Drama, Romance","['Shahid Kapoor', 'Vidya Balan', 'Vishal Malhotra', 'Om Puri', 'Himani Shivpuri']"
tt0476805,Malamaal Weekly,2006,7.0,"Comedy, Drama, Romance","['Paresh Rawal', 'Om Puri', 'Riteish Deshmukh', 'Reema Sen', 'Rajpal Naurang Yadav']"
tt4906984,Azhar,2016,5.7,"Biography, Drama, Sport","['Emraan Hashmi', 'Nargis Fakhri', 'Prachi Desai', 'Lara Dutta', 'Kunaal Roy Kapur']"
tt5121000,Aligarh,2015,7.8,"Biography, Drama","['Manoj Bajpayee', 'Rajkummar Rao', 'Ashish Vidyarthi', 'Balaji Gauri', 'Sukhesh Arora']"
tt5537002,Killers of the Flower Moon,2023,,"Crime, Drama, History","['Leonardo DiCaprio', 'Robert De Niro', 'Lily Gladstone', 'Jesse Plemons', 'Tantoo Cardinal']"
tt0111068,Sangharsh,1999,6.7,"Action, Crime, Drama","['Preity G Zinta', 'Akshay Kumar', 'Ashutosh Rana', 'Vishwajeet Pradhan', 'Aman Verma']"
tt7639372,Total Dhamaal,2019,4.2,"Action, Adventure, Comedy","['Ajay Devgn', 'Anil Kapoor', 'Madhuri Dixit', 'Riteish Deshmukh', 'Arshad Warsi']"
tt6170954,Naam Shabana,2017,6.2,"Action, Drama, Thriller","['Taapsee Pannu', 'Akshay Kumar', 'Manoj Bajpayee', 'Taher Shabbir', 'Veerendra Saxena']"
tt3483612,Hamari Adhuri Kahani,2015,6.7,"Drama, Romance","['Emraan Hashmi', 'Vidya Balan', 'Rajkummar Rao', 'Sara Khan', 'Suhasini Mulay']"
tt0050870,Thirst,1957,8.3,"Drama, Musical, Romance","['Guru Dutt', 'Waheeda Rehman', 'Mala Sinha', 'Rehman Khan', 'Johnny Walker']"
tt3679000,Any Body Can Dance 2,2015,5.4,"Biography, Drama, Music","['Prabhu Deva', 'Varun Dhawan', 'Shraddha Kapoor', 'Lauren Gottlieb', 'Dharmesh Yelande']"
tt1720254,Thank You,2011,4.8,Comedy,"['Akshay Kumar', 'Sonam Kapoor', 'Bobby Deol', 'Irrfan Khan', 'Suniel Shetty']"
tt1918886,Joker,2012,2.4,"Comedy, Family, Sci-Fi","['Akshay Kumar', 'Sonakshi Sinha', 'Shreyas Talpade', 'Minissha Lamba', ""Alexx O'Nell""]"
tt7399470,Qarib Qarib Single,2017,7.1,"Comedy, Romance","['Irrfan Khan', 'Parvathy Thiruvothu', 'Neha Dhupia', 'Isha Sharvani', 'Pushtii Shakti']"
tt4683366,Ghayal Once Again,2016,6.2,"Action, Crime, Drama","['Sunny Deol', 'Soha Ali Khan', 'Om Puri', 'Aanchal Munjal', 'Narendra Jha']"
tt2229848,Chashme Baddoor,2013,5.4,"Comedy, Drama","['Ali Zafar', 'Siddharth', 'Divyendu Sharma', 'Taapsee Pannu', 'Rishi Kapoor']"
tt2122340,Ferrari Ki Sawaari,2012,6.4,"Comedy, Drama, Family","['Sharman Joshi', 'Boman Irani', 'Ritvik Sahore', 'Paresh Rawal', 'Vidya Balan']"
tt0119428,Judwaa,1997,6.1,"Action, Comedy, Drama","['Salman Khan', 'Karisma Kapoor', 'Rambha', 'Kader Khan', 'Anupam Kher']"
tt1773015,Phas Gaye Re Obama,2010,7.5,"Comedy, Crime, Drama","['Rajat Kapoor', 'Neha Dhupia', 'Sanjay Mishra', 'Manu Rishi Chadha', 'Pragati Pandey']"
tt0152836,Taal,1999,6.6,"Drama, Musical, Romance","['Akshaye Khanna', 'Anil Kapoor', 'Aishwarya Rai Bachchan', 'Alok Nath', 'Amrish Puri']"
tt5472758,Happy Bhaag Jayegi,2016,6.4,"Comedy, Romance","['Diana Penty', 'Abhay Deol', 'Jimmy Shergill', 'Ali Fazal', 'Sukhjeevan Randhawa']"
tt1848771,Aarakshan,2011,6.2,"Drama, Thriller","['Amitabh Bachchan', 'Saif Ali Khan', 'Manoj Bajpayee', 'Deepika Padukone', 'Prateik Patil Babbar']"
tt2275802,Satyagraha,2013,5.9,Drama,"['Amitabh Bachchan', 'Kareena Kapoor', 'Ajay Devgn', 'Manoj Bajpayee', 'Amrita Rao']"
tt0272736,Mujhse Dosti Karoge!,2002,5.0,"Comedy, Drama, Family","['Hrithik Roshan', 'Kareena Kapoor', 'Rani Mukerji', 'Uday Chopra', 'Satish Shah']"
tt0976026,Cheeni Kum,2007,6.8,"Comedy, Drama, Romance","['Amitabh Bachchan', 'Tabu', 'Paresh Rawal', 'Zohra Sehgal', 'Swini Khara']"
tt0995752,Tashan,2008,3.8,"Action, Comedy, Drama","['Akshay Kumar', 'Saif Ali Khan', 'Kareena Kapoor', 'Anil Kapoor', 'Vishal C. Bhardwaj']"
tt2797242,Bombay Talkies,2013,6.6,Drama,"['Rani Mukerji', 'Randeep Hooda', 'Saqib Saleem', 'Nawazuddin Siddiqui', 'Sadashiv Amrapurkar']"
tt7721946,Housefull 4,2019,3.5,"Action, Comedy, Drama","['Akshay Kumar', 'Riteish Deshmukh', 'Bobby Deol', 'Kriti Sanon', 'Pooja Hegde']"
tt1714832,Do Dooni Chaar,2010,7.5,"Comedy, Crime, Drama","['Rishi Kapoor', 'Neetu Singh', 'Aditi Vasudev', 'Archit Krishna', 'Akhilendra Mishra']"
tt0099429,Dil,1990,6.6,"Comedy, Drama, Romance","['Aamir Khan', 'Madhuri Dixit', 'Saeed Jaffrey', 'Deven Verma', 'Anupam Kher']"
tt5005684,Nil Battey Sannata,2015,8.2,"Drama, Family","['Swara Bhasker', 'Riya Shukla', 'Ratna Pathak Shah', 'Pankaj Tripathi', 'Vishal Nath']"
tt0227194,One 2 Ka 4,2001,5.5,"Action, Crime, Drama","['Shah Rukh Khan', 'Jackie Shroff', 'Juhi Chawla', 'Nirmal Pandey', 'Dilip Joshi']"
tt9558612,PM Narendra Modi,2019,3.0,"Biography, Drama","['Boman Irani', 'Barkha Bisht', 'Vivek Oberoi', 'Prashant Narayanan', 'Manoj Joshi']"
tt3531852,Bhoothnath Returns,2014,6.6,"Comedy, Drama, Fantasy","['Amitabh Bachchan', 'Boman Irani', 'Parth Bhalerao', 'Sanjay Mishra', 'Usha Nadkarni']"
tt3300980,The 12th Man,2017,7.3,"Drama, History, Thriller","['Thomas Gullestad', 'Jonathan Rhys Meyers', 'Marie Blokhus', 'Mads Sjøgård Pettersen', 'Geir Vegar Hoel']"
tt2246724,Ghanchakkar,2013,5.9,"Comedy, Crime, Thriller","['Emraan Hashmi', 'Vidya Balan', 'Namit Das', 'Rajesh Sharma', 'Amar Kaushik']"
tt0415908,Kaal,2005,4.7,"Adventure, Horror, Mystery","['Ajay Devgn', 'Vivek Oberoi', 'John Abraham', 'Lara Dutta', 'Esha Deol']"
tt0411469,Hazaaron Khwaishein Aisi,2003,7.9,Drama,"['Kay Kay Menon', 'Shiney Ahuja', 'Chitrangda Singh', 'Ram Kapoor', 'Saurabh Shukla']"
tt0084434,An Officer and a Gentleman,1982,7.0,"Drama, Romance","['Richard Gere', 'Debra Winger', 'David Keith', 'Robert Loggia', 'Lisa Blount']"
tt4007558,Shaandaar,2015,3.6,"Comedy, Drama, Romance","['Shahid Kapoor', 'Alia Bhatt', 'Pankaj Kapur', 'Sanjay Kapoor', 'Sushma Seth']"
tt1185442,Kurbaan,2009,5.7,"Action, Crime, Drama","['Lewis Tan', 'Kareena Kapoor', 'Saif Ali Khan', 'Om Puri', 'Vivek Oberoi']"
tt0215517,Angoor,1982,8.3,Comedy,"['Sanjeev Kumar', 'Moushumi Chatterjee', 'Deven Verma', 'Aruna Irani', 'Deepti Naval']"
tt0995718,Ek Chalis Ki Last Local,2007,7.3,"Adventure, Comedy, Crime","['Abhay Deol', 'Neha Dhupia', 'Amit Mistry', 'Nawazuddin Siddiqui', 'Ashok Samarth']"
tt20256448,Force of Nature: The Dry 2,2024,,Thriller,"['Eric Bana', 'Anna Torv', 'Deborra-Lee Furness', 'Robin McLeavy', 'Sisi Stringer']"
tt3253182,The Power of Shakti,1996,8.4,"Action, Adventure, Drama","['Joseph Lando', 'Alba Nydia Díaz', 'Benjamín Morales', 'Gladys Rodriguez', 'Gladys Rodríguez']"
tt0207341,Biwi No. 1,1999,5.7,"Comedy, Drama, Romance","['Karisma Kapoor', 'Salman Khan', 'Anil Kapoor', 'Sushmita Sen', 'Tabu']"
tt3043252,Parched,2015,7.5,Drama,"['Tannishtha Chatterjee', 'Radhika Apte', 'Surveen Chawla', 'Lehar Khan', 'Riddhi Sen']"
tt0066070,Mera Naam Joker,1970,7.9,"Comedy, Drama","['Raj Kapoor', 'Manoj Kumar', 'Simi Garewal', 'Rishi Kapoor', 'Achala Sachdev']"
tt0112313,Akele Hum Akele Tum,1995,6.9,"Drama, Romance","['Aamir Khan', 'Manisha Koirala', 'Master Adil', 'Deven Verma', 'Anjan Srivastav']"
tt0294662,Kaante,2002,6.6,"Action, Crime, Drama","['Amitabh Bachchan', 'Sanjay Dutt', 'Suniel Shetty', 'Mahesh Manjrekar', 'Lucky Ali']"
tt2323964,Mere Dad Ki Maruti,2013,6.4,"Comedy, Drama, Romance","['Saqib Saleem', 'Rhea Chakraborty', 'Ram Kapoor', 'Prabal Panjabi', 'Benazir Shaikh']"
tt0995035,Dhol,2007,6.5,"Comedy, Crime, Mystery","['Sharman Joshi', 'Tusshar Kapoor', 'Kunal Kemmu', 'Rajpal Naurang Yadav', 'Tanushree Dutta']"
tt0451803,Maine Pyaar Kyun Kiya,2005,5.6,"Comedy, Drama, Romance","['Salman Khan', 'Sushmita Sen', 'Katrina Kaif', 'Sohail Khan', 'Arshad Warsi']"
tt1223922,Blue,2009,3.7,"Action, Adventure, Mystery","['Akshay Kumar', 'Sanjay Dutt', 'Lara Dutta', 'Zayed Khan', 'Rahul Dev']"
tt0119239,Gupt: The Hidden Truth,1997,7.3,"Action, Crime, Mystery","['Bobby Deol', 'Manisha Koirala', 'Kajol', 'Prem Chopra', 'Raza Murad']"
tt7720922,Batti Gul Meter Chalu,2018,5.9,Drama,"['Shahid Kapoor', 'Shraddha Kapoor', 'Divyendu Sharma', 'Yami Gautam', 'Sushmita Mukherjee']"
